,loss,categorical_accuracy,val_loss,val_categorical_accuracy
0,2.3398663997650146,0.16129031777381897,2.03886079788208,0.1869918704032898
1,1.954188346862793,0.24498692154884338,1.7403066158294678,0.3130081295967102
2,1.633131742477417,0.3539668619632721,1.582435965538025,0.3333333432674408
3,1.4764151573181152,0.38099390268325806,1.4035241603851318,0.40243902802467346
4,1.4890180826187134,0.4097646176815033,1.4314297437667847,0.4146341383457184
5,1.3057154417037964,0.46643418073654175,1.26191246509552,0.5162601470947266
6,1.2090215682983398,0.495204895734787,1.1680798530578613,0.49593496322631836
7,1.1137620210647583,0.5265911221504211,1.0693045854568481,0.5325203537940979
8,1.0041252374649048,0.606800377368927,0.8692286014556885,0.6910569071769714
9,0.9775805473327637,0.6137750744819641,0.8606058359146118,0.6707317233085632
10,0.8229824900627136,0.6965998411178589,0.7846637964248657,0.7113820910453796
11,0.7238970398902893,0.7262423634529114,0.7615485191345215,0.7357723712921143
12,0.6635947823524475,0.7576286196708679,0.6370590329170227,0.8130081295967102
13,0.6263555288314819,0.7733216881752014,0.5569981336593628,0.8211382031440735
14,0.5590202212333679,0.7890148162841797,0.602372407913208,0.792682945728302
15,0.5412430167198181,0.8055797815322876,0.5854449272155762,0.8008130192756653
16,0.5466634631156921,0.8003487586975098,0.5390713810920715,0.8130081295967102
17,0.5910258889198303,0.774193525314331,1.8988291025161743,0.4471544623374939
18,0.7132081389427185,0.7445510029792786,0.6840100288391113,0.7520325183868408
19,0.477420449256897,0.8230165839195251,0.42799028754234314,0.8861788511276245
20,0.40857046842575073,0.8544027805328369,0.4524628520011902,0.8495935201644897
21,0.4091651737689972,0.8439407348632812,0.40717968344688416,0.8821138143539429
22,0.40512195229530334,0.8500435948371887,0.36588791012763977,0.9105691313743591
23,0.3741735517978668,0.8587619662284851,0.41057246923446655,0.8739837408065796
24,0.37434422969818115,0.8639930486679077,0.3359122574329376,0.8983739614486694
25,0.3512071371078491,0.8744550943374634,0.36499452590942383,0.869918704032898
26,0.29004910588264465,0.8901482224464417,0.3449680805206299,0.8983739614486694
27,0.2647644281387329,0.9084568619728088,0.308613657951355,0.8983739614486694
28,0.25253719091415405,0.9084568619728088,0.3627169132232666,0.8739837408065796
29,0.2599779963493347,0.9023539423942566,0.2939089238643646,0.9105691313743591
30,0.30142077803611755,0.8927637338638306,0.3357314467430115,0.9105691313743591
31,0.418643057346344,0.8622493743896484,0.3343987762928009,0.8821138143539429
32,0.2857676148414612,0.8997384309768677,0.25360462069511414,0.9268292784690857
33,0.2251802682876587,0.9215344190597534,0.3589134216308594,0.8780487775802612
34,0.27304568886756897,0.8962510824203491,0.3665725588798523,0.8983739614486694
35,0.21530218422412872,0.9119442105293274,0.25517475605010986,0.9268292784690857
36,0.2066764384508133,0.9136878848075867,0.2675504684448242,0.922764241695404
37,0.19299064576625824,0.9285091757774353,0.2718639671802521,0.9065040946006775
38,0.22452710568904877,0.9206625819206238,0.3395792841911316,0.9105691313743591
39,0.2799428403377533,0.9058413505554199,0.23880283534526825,0.9268292784690857
40,0.16583232581615448,0.9494333267211914,0.2233424037694931,0.9430894255638123
41,0.16713927686214447,0.9398430585861206,0.2780902683734894,0.9146341681480408
42,0.28917360305786133,0.8901482224464417,0.37273621559143066,0.8943089246749878
43,0.1919826716184616,0.9293810129165649,0.2825790345668793,0.922764241695404
44,0.1508617401123047,0.9442022442817688,0.2534036338329315,0.9268292784690857
45,0.15420597791671753,0.9424585700035095,0.2850252389907837,0.922764241695404
46,0.16039027273654938,0.9407148957252502,0.2465967983007431,0.9430894255638123
47,0.15940286219120026,0.9424585700035095,0.31230613589286804,0.8943089246749878
48,0.32241523265838623,0.8910200595855713,0.3482925295829773,0.9186992049217224
49,0.19771844148635864,0.9285091757774353,0.2954975962638855,0.9146341681480408
50,0.11092020571231842,0.9598953723907471,0.2502177059650421,0.9390243887901306
51,0.12263592332601547,0.9590235352516174,0.24166829884052277,0.922764241695404
52,0.12327469140291214,0.9590235352516174,0.2387378066778183,0.9308943152427673
53,0.10806480050086975,0.9572798609733582,0.27136296033859253,0.922764241695404
54,0.1024634838104248,0.9668700695037842,0.3373042345046997,0.922764241695404
55,0.11508321017026901,0.9607672095298767,0.324726939201355,0.9105691313743591
56,0.10860440880060196,0.9607672095298767,0.2868279814720154,0.9186992049217224
57,0.18271222710609436,0.9311246871948242,0.24167264997959137,0.9430894255638123
58,0.13602863252162933,0.9476896524429321,0.2661398649215698,0.9065040946006775
59,0.16887006163597107,0.9415867328643799,0.31363287568092346,0.9024389982223511
60,0.15690387785434723,0.9433304071426392,0.25096166133880615,0.9268292784690857
61,0.1173255443572998,0.9642545580863953,0.2202703207731247,0.9308943152427673
62,0.07980895042419434,0.9703574776649475,0.2583537995815277,0.9308943152427673
63,0.10012264549732208,0.9651263952255249,0.28619587421417236,0.934959352016449
64,0.10644593834877014,0.9564080238342285,0.2781807780265808,0.9308943152427673
65,0.08219282329082489,0.9729729890823364,0.24629195034503937,0.9268292784690857
66,0.07351991534233093,0.9712293148040771,0.23332065343856812,0.9430894255638123
67,0.07758338749408722,0.9677419066429138,0.4057895243167877,0.8943089246749878
68,0.27067065238952637,0.9102005362510681,0.4556332230567932,0.8495935201644897
69,0.24817988276481628,0.9189189076423645,0.3177618980407715,0.9024389982223511
70,0.08901023119688034,0.9694856405258179,0.23991376161575317,0.9430894255638123
71,0.05077259987592697,0.986050546169281,0.20549961924552917,0.9390243887901306
72,0.049582984298467636,0.9808195233345032,0.23061038553714752,0.922764241695404
73,0.05445178225636482,0.9825631976127625,0.2128637582063675,0.9430894255638123
74,0.06281217932701111,0.9738448262214661,0.2373073250055313,0.9390243887901306
