,loss,categorical_accuracy,val_loss,val_categorical_accuracy
0,2.35225772857666,0.13949432969093323,2.109400749206543,0.2073170691728592
1,2.0147194862365723,0.18395815789699554,1.8970812559127808,0.24390244483947754
2,1.802824854850769,0.3103748857975006,1.6206868886947632,0.35772356390953064
3,1.562748670578003,0.32955536246299744,1.454246997833252,0.4146341383457184
4,1.4291812181472778,0.39494332671165466,1.4729933738708496,0.36178863048553467
5,1.2502979040145874,0.49171751737594604,1.2762538194656372,0.5081300735473633
6,1.110278606414795,0.5387968420982361,1.0467991828918457,0.6138211488723755
7,1.0152549743652344,0.5797733068466187,1.0714024305343628,0.5731707215309143
8,0.9455699324607849,0.6111595630645752,0.8978363275527954,0.6951219439506531
9,0.8183258771896362,0.680034875869751,0.8398470878601074,0.707317054271698
10,0.874199390411377,0.6643417477607727,0.8499884605407715,0.707317054271698
11,0.7449795603752136,0.727114200592041,0.7900065183639526,0.6910569071769714
12,0.7112498879432678,0.7262423634529114,0.6571426391601562,0.792682945728302
13,0.6010178923606873,0.774193525314331,0.5654246211051941,0.7967479825019836
14,0.5266017913818359,0.8038361072540283,0.5892802476882935,0.8048780560493469
15,0.5113438963890076,0.8169136643409729,0.5393009781837463,0.8252032399177551
16,0.4796076714992523,0.8134263157844543,0.4520180821418762,0.8658536672592163
17,0.39211753010749817,0.8631212115287781,0.45546284317970276,0.8658536672592163
18,0.3709792494773865,0.865736722946167,0.5276952385902405,0.8333333134651184
19,0.35177916288375854,0.8761987686157227,0.46355074644088745,0.8617886304855347
20,0.3395339846611023,0.8718395829200745,0.4331408739089966,0.8739837408065796
21,0.39966461062431335,0.851787269115448,0.5354601144790649,0.8252032399177551
22,0.310266375541687,0.8997384309768677,0.4374294579029083,0.8536585569381714
23,0.25402742624282837,0.9049695134162903,0.41624748706817627,0.8821138143539429
24,0.2736857235431671,0.9006102681159973,0.4582589864730835,0.8739837408065796
25,0.31064534187316895,0.8918918967247009,0.5796535611152649,0.8130081295967102
26,0.323212206363678,0.8814297914505005,0.32014477252960205,0.8943089246749878
27,0.1919977217912674,0.925021767616272,0.3604433536529541,0.8983739614486694
28,0.2180396020412445,0.9241499304771423,0.3149279057979584,0.922764241695404
29,0.17648717761039734,0.9433304071426392,0.419484943151474,0.8902438879013062
