Accuracy,Recall,Precision,F1
0.9471544715447154,0.9471544715447154,0.9486643247875598,0.9470806849064197
0.9308943089430894,0.9308943089430894,0.9325473508525918,0.930197561135757
0.9552845528455285,0.9552845528455285,0.9564916925273012,0.9550853558170631
0.943089430894309,0.943089430894309,0.9482082365466511,0.9414221956904885
0.9308943089430894,0.9308943089430894,0.9364900610728595,0.9311025033180523
0.9552845528455285,0.9552845528455285,0.9577229880994462,0.9554854327393936
0.9512195121951219,0.9512195121951219,0.9553809523809523,0.9522195121951219
0.9634146341463414,0.9634146341463414,0.9642857142857143,0.9634146341463414
