Accuracy,Recall,Precision,F1
0.9308943089430894,0.9308943089430894,0.9329173549063302,0.9305929976969131
0.8983739837398373,0.8983739837398373,0.9036190397979017,0.8994717762896856
0.9227642276422764,0.9227642276422764,0.9214942239332483,0.9204767712665785
0.926829268292683,0.926829268292683,0.9311789528032701,0.9276719331107985
0.9227642276422764,0.9227642276422764,0.9247806806131302,0.9231337646490735
0.9186991869918699,0.9186991869918699,0.9235237887870513,0.9179375147199051
0.9073170731707317,0.9073170731707317,0.9107142857142857,0.9081632653061225
0.9170731707317074,0.9170731707317074,0.9195402298850575,0.9179375147199051
